#twotheta, yobs, ycal, bkg, diff
2.440000e+001,9.639916e+003,9.622136e+003,7.110784e+003,1.778046e+001
2.441000e+001,9.495646e+003,9.396252e+003,7.105979e+003,9.939393e+001
2.442000e+001,9.163567e+003,9.152682e+003,7.101178e+003,1.088590e+001
2.443000e+001,8.888577e+003,8.889317e+003,7.096379e+003,-7.400476e-001
2.444000e+001,8.709886e+003,8.625094e+003,7.091584e+003,8.479193e+001
2.445000e+001,8.339119e+003,8.377458e+003,7.086793e+003,-3.833905e+001
2.446000e+001,8.257258e+003,8.157114e+003,7.082004e+003,1.001434e+002
2.447000e+001,7.929629e+003,7.968152e+003,7.077220e+003,-3.852275e+001
2.448000e+001,7.874204e+003,7.810273e+003,7.072438e+003,6.393051e+001
2.449000e+001,7.650798e+003,7.680821e+003,7.067660e+003,-3.002349e+001
2.450000e+001,7.476196e+003,7.576080e+003,7.062885e+003,-9.988347e+001
2.451000e+001,7.356043e+003,7.492014e+003,7.058114e+003,-1.359706e+002
2.452000e+001,7.346947e+003,7.424707e+003,7.053346e+003,-7.776012e+001
2.453000e+001,7.453690e+003,7.370617e+003,7.048582e+003,8.307374e+001
2.454000e+001,7.253069e+003,7.326719e+003,7.043821e+003,-7.364994e+001
2.455000e+001,7.304676e+003,7.290555e+003,7.039063e+003,1.412124e+001
2.456000e+001,7.302354e+003,7.260212e+003,7.034309e+003,4.214157e+001
2.457000e+001,7.343894e+003,7.234255e+003,7.029558e+003,1.096394e+002
2.458000e+001,7.212650e+003,7.211633e+003,7.024811e+003,1.017385e+000
2.459000e+001,7.214838e+003,7.191592e+003,7.020067e+003,2.324601e+001
2.460000e+001,7.347872e+003,7.173593e+003,7.015326e+003,1.742790e+002
2.461000e+001,7.317149e+003,7.157244e+003,7.010589e+003,1.599052e+002
2.462000e+001,7.196378e+003,7.142258e+003,7.005855e+003,5.412003e+001
2.463000e+001,7.205354e+003,7.128417e+003,7.001124e+003,7.693682e+001
2.464000e+001,7.072191e+003,7.115549e+003,6.996397e+003,-4.335766e+001
2.465000e+001,7.144696e+003,7.103517e+003,6.991674e+003,4.117839e+001
2.466000e+001,7.264074e+003,7.092212e+003,6.986953e+003,1.718627e+002
2.467000e+001,7.183140e+003,7.081538e+003,6.982237e+003,1.016015e+002
2.468000e+001,7.041077e+003,7.071419e+003,6.977523e+003,-3.034195e+001
2.469000e+001,7.235520e+003,7.061788e+003,6.972813e+003,1.737317e+002
2.470000e+001,7.101048e+003,7.052589e+003,6.968106e+003,4.845884e+001
2.471000e+001,7.121914e+003,7.043774e+003,6.963403e+003,7.813956e+001
2.472000e+001,7.058024e+003,7.035300e+003,6.958703e+003,2.272357e+001
2.473000e+001,6.970352e+003,7.027132e+003,6.954007e+003,-5.678009e+001
2.474000e+001,7.183333e+003,7.019238e+003,6.949313e+003,1.640948e+002
2.475000e+001,7.112038e+003,7.011591e+003,6.944624e+003,1.004471e+002
2.476000e+001,7.067882e+003,7.004167e+003,6.939937e+003,6.371579e+001
2.477000e+001,7.030163e+003,6.996944e+003,6.935254e+003,3.321890e+001
2.478000e+001,6.979908e+003,6.989904e+003,6.930575e+003,-9.996268e+000
