#twotheta, yobs, ycal, bkg, diff
2.200000e+001,8.148643e+003,8.551341e+003,8.538566e+003,-4.026983e+002
2.201000e+001,8.533960e+003,8.545747e+003,8.532807e+003,-1.178678e+001
2.202000e+001,8.253001e+003,8.540160e+003,8.527053e+003,-2.871587e+002
2.203000e+001,8.307308e+003,8.534580e+003,8.521301e+003,-2.272723e+002
2.204000e+001,8.333326e+003,8.529007e+003,8.515554e+003,-1.956813e+002
2.205000e+001,8.442217e+003,8.523442e+003,8.509809e+003,-8.122569e+001
2.206000e+001,8.465495e+003,8.517885e+003,8.504069e+003,-5.239000e+001
2.207000e+001,8.382074e+003,8.512335e+003,8.498331e+003,-1.302612e+002
2.208000e+001,8.294388e+003,8.506794e+003,8.492598e+003,-2.124060e+002
2.209000e+001,8.380047e+003,8.501260e+003,8.486867e+003,-1.212130e+002
2.210000e+001,8.233956e+003,8.495734e+003,8.481141e+003,-2.617782e+002
2.211000e+001,8.305914e+003,8.490217e+003,8.475417e+003,-1.843030e+002
2.212000e+001,8.422128e+003,8.484708e+003,8.469698e+003,-6.258048e+001
2.213000e+001,8.406744e+003,8.479208e+003,8.463982e+003,-7.246425e+001
2.214000e+001,8.247236e+003,8.473717e+003,8.458269e+003,-2.264809e+002
2.215000e+001,8.218769e+003,8.468235e+003,8.452560e+003,-2.494665e+002
2.216000e+001,8.323710e+003,8.462762e+003,8.446854e+003,-1.390523e+002
2.217000e+001,8.410928e+003,8.457299e+003,8.441152e+003,-4.637126e+001
2.218000e+001,8.300956e+003,8.451845e+003,8.435453e+003,-1.508892e+002
2.219000e+001,8.371192e+003,8.446402e+003,8.429758e+003,-7.520927e+001
2.220000e+001,8.225626e+003,8.440968e+003,8.424067e+003,-2.153422e+002
2.221000e+001,8.201343e+003,8.435545e+003,8.418378e+003,-2.342024e+002
2.222000e+001,8.222643e+003,8.430133e+003,8.412694e+003,-2.074902e+002
2.223000e+001,8.146930e+003,8.424732e+003,8.407013e+003,-2.778018e+002
2.224000e+001,8.362590e+003,8.419342e+003,8.401335e+003,-5.675177e+001
2.225000e+001,8.293034e+003,8.413963e+003,8.395661e+003,-1.209290e+002
2.226000e+001,8.320189e+003,8.408597e+003,8.389991e+003,-8.840833e+001
2.227000e+001,8.356360e+003,8.403243e+003,8.384324e+003,-4.688236e+001
2.228000e+001,8.308786e+003,8.397901e+003,8.378660e+003,-8.911528e+001
2.229000e+001,8.260630e+003,8.392573e+003,8.373000e+003,-1.319432e+002
2.230000e+001,8.356310e+003,8.387258e+003,8.367344e+003,-3.094781e+001
2.231000e+001,8.320090e+003,8.381957e+003,8.361691e+003,-6.186766e+001
2.232000e+001,8.364833e+003,8.376671e+003,8.356041e+003,-1.183802e+001
2.233000e+001,8.318575e+003,8.371399e+003,8.350395e+003,-5.282429e+001
2.234000e+001,8.060690e+003,8.366143e+003,8.344753e+003,-3.054539e+002
2.235000e+001,8.136451e+003,8.360903e+003,8.339114e+003,-2.244525e+002
2.236000e+001,8.256221e+003,8.355680e+003,8.333478e+003,-9.945896e+001
2.237000e+001,8.468204e+003,8.350473e+003,8.327846e+003,1.177308e+002
2.238000e+001,8.306990e+003,8.345285e+003,8.322218e+003,-3.829454e+001
2.239000e+001,8.221656e+003,8.340115e+003,8.316593e+003,-1.184585e+002
2.240000e+001,8.372006e+003,8.334964e+003,8.310971e+003,3.704181e+001
2.241000e+001,8.357450e+003,8.329834e+003,8.305354e+003,2.761667e+001
2.242000e+001,8.280201e+003,8.324724e+003,8.299739e+003,-4.452273e+001
2.243000e+001,8.308893e+003,8.319636e+003,8.294128e+003,-1.074361e+001
2.244000e+001,8.140968e+003,8.314571e+003,8.288521e+003,-1.736035e+002
2.245000e+001,8.230503e+003,8.309530e+003,8.282917e+003,-7.902747e+001
2.246000e+001,8.172791e+003,8.304514e+003,8.277317e+003,-1.317239e+002
2.247000e+001,8.233925e+003,8.299525e+003,8.271720e+003,-6.559984e+001
2.248000e+001,8.176817e+003,8.294562e+003,8.266127e+003,-1.177450e+002
2.249000e+001,8.336702e+003,8.289629e+003,8.260537e+003,4.707313e+001
2.250000e+001,8.264998e+003,8.284726e+003,8.254950e+003,-1.972791e+001
