#twotheta, yobs, ycal, bkg, diff
2.200000e+001,8.874356e+003,8.897595e+003,8.878087e+003,-2.323854e+001
2.201000e+001,8.879150e+003,8.891900e+003,8.872110e+003,-1.274972e+001
2.202000e+001,8.672563e+003,8.886216e+003,8.866138e+003,-2.136530e+002
2.203000e+001,8.732453e+003,8.880541e+003,8.860168e+003,-1.480882e+002
2.204000e+001,8.945493e+003,8.874878e+003,8.854203e+003,7.061549e+001
2.205000e+001,8.864781e+003,8.869225e+003,8.848241e+003,-4.443696e+000
2.206000e+001,8.820863e+003,8.863583e+003,8.842283e+003,-4.272011e+001
2.207000e+001,8.698657e+003,8.857953e+003,8.836328e+003,-1.592960e+002
2.208000e+001,8.816060e+003,8.852335e+003,8.830377e+003,-3.627414e+001
2.209000e+001,8.729472e+003,8.846728e+003,8.824429e+003,-1.172563e+002
2.210000e+001,8.788259e+003,8.841134e+003,8.818485e+003,-5.287481e+001
2.211000e+001,8.794276e+003,8.835552e+003,8.812545e+003,-4.127536e+001
2.212000e+001,8.917111e+003,8.829983e+003,8.806608e+003,8.712854e+001
2.213000e+001,8.771765e+003,8.824427e+003,8.800675e+003,-5.266237e+001
2.214000e+001,8.749280e+003,8.818885e+003,8.794745e+003,-6.960443e+001
2.215000e+001,8.721218e+003,8.813356e+003,8.788819e+003,-9.213863e+001
2.216000e+001,8.815446e+003,8.807842e+003,8.782897e+003,7.603854e+000
2.217000e+001,8.844444e+003,8.802343e+003,8.776978e+003,4.210111e+001
2.218000e+001,8.779830e+003,8.796859e+003,8.771063e+003,-1.702901e+001
2.219000e+001,8.683305e+003,8.791391e+003,8.765151e+003,-1.080859e+002
2.220000e+001,8.671196e+003,8.785938e+003,8.759243e+003,-1.147419e+002
2.221000e+001,8.630228e+003,8.780502e+003,8.753339e+003,-1.502740e+002
2.222000e+001,8.687919e+003,8.775084e+003,8.747438e+003,-8.716487e+001
2.223000e+001,8.699060e+003,8.769683e+003,8.741541e+003,-7.062315e+001
2.224000e+001,8.591898e+003,8.764300e+003,8.735647e+003,-1.724016e+002
2.225000e+001,8.606053e+003,8.758936e+003,8.729757e+003,-1.528834e+002
2.226000e+001,8.866976e+003,8.753592e+003,8.723871e+003,1.133839e+002
2.227000e+001,8.689877e+003,8.748268e+003,8.717988e+003,-5.839051e+001
2.228000e+001,8.557964e+003,8.742964e+003,8.712109e+003,-1.850003e+002
2.229000e+001,8.700697e+003,8.737683e+003,8.706233e+003,-3.698534e+001
2.230000e+001,8.657684e+003,8.732424e+003,8.700361e+003,-7.473993e+001
2.231000e+001,8.890542e+003,8.727188e+003,8.694492e+003,1.633542e+002
2.232000e+001,8.857485e+003,8.721976e+003,8.688627e+003,1.355092e+002
2.233000e+001,8.648839e+003,8.716790e+003,8.682766e+003,-6.795098e+001
2.234000e+001,8.502510e+003,8.711630e+003,8.676908e+003,-2.091200e+002
2.235000e+001,8.579333e+003,8.706497e+003,8.671054e+003,-1.271639e+002
2.236000e+001,8.534956e+003,8.701392e+003,8.665204e+003,-1.664364e+002
2.237000e+001,8.452793e+003,8.696318e+003,8.659357e+003,-2.435247e+002
2.238000e+001,8.573368e+003,8.691274e+003,8.653513e+003,-1.179057e+002
2.239000e+001,8.648918e+003,8.686262e+003,8.647673e+003,-3.734430e+001
2.240000e+001,8.644891e+003,8.681285e+003,8.641837e+003,-3.639392e+001
2.241000e+001,8.559873e+003,8.676342e+003,8.636005e+003,-1.164691e+002
2.242000e+001,8.553739e+003,8.671437e+003,8.630176e+003,-1.176973e+002
2.243000e+001,8.717776e+003,8.666570e+003,8.624350e+003,5.120651e+001
2.244000e+001,8.664746e+003,8.661744e+003,8.618528e+003,3.002242e+000
2.245000e+001,8.563708e+003,8.656961e+003,8.612710e+003,-9.325252e+001
2.246000e+001,8.596520e+003,8.652222e+003,8.606896e+003,-5.570257e+001
2.247000e+001,8.765954e+003,8.647531e+003,8.601085e+003,1.184233e+002
2.248000e+001,8.679185e+003,8.642889e+003,8.595277e+003,3.629531e+001
2.249000e+001,8.528356e+003,8.638300e+003,8.589473e+003,-1.099438e+002
2.250000e+001,8.375985e+003,8.633766e+003,8.583673e+003,-2.577810e+002
2.251000e+001,8.547185e+003,8.629291e+003,8.577876e+003,-8.210547e+001
2.252000e+001,8.467464e+003,8.624877e+003,8.572083e+003,-1.574135e+002
2.253000e+001,8.556092e+003,8.620529e+003,8.566294e+003,-6.443738e+001
2.254000e+001,8.602886e+003,8.616250e+003,8.560508e+003,-1.336462e+001
2.255000e+001,8.535778e+003,8.612045e+003,8.554726e+003,-7.626673e+001
2.256000e+001,8.570908e+003,8.607918e+003,8.548947e+003,-3.700970e+001
2.257000e+001,8.495054e+003,8.603874e+003,8.543172e+003,-1.088202e+002
2.258000e+001,8.512406e+003,8.599919e+003,8.537400e+003,-8.751222e+001
2.259000e+001,8.478071e+003,8.596058e+003,8.531632e+003,-1.179863e+002
2.260000e+001,8.589197e+003,8.592297e+003,8.525868e+003,-3.100150e+000
2.261000e+001,8.558262e+003,8.588645e+003,8.520107e+003,-3.038351e+001
2.262000e+001,8.510861e+003,8.585108e+003,8.514350e+003,-7.424718e+001
2.263000e+001,8.544084e+003,8.581696e+003,8.508596e+003,-3.761163e+001
2.264000e+001,8.591028e+003,8.578416e+003,8.502847e+003,1.261244e+001
2.265000e+001,8.570752e+003,8.575279e+003,8.497100e+003,-4.527253e+000
2.266000e+001,8.706453e+003,8.572297e+003,8.491357e+003,1.341561e+002
2.267000e+001,8.516790e+003,8.569481e+003,8.485618e+003,-5.269129e+001
2.268000e+001,8.613759e+003,8.566846e+003,8.479883e+003,4.691286e+001
2.269000e+001,8.532161e+003,8.564406e+003,8.474151e+003,-3.224507e+001
2.270000e+001,8.751503e+003,8.562179e+003,8.468422e+003,1.893237e+002
2.271000e+001,8.551748e+003,8.560184e+003,8.462697e+003,-8.436303e+000
2.272000e+001,8.548023e+003,8.558444e+003,8.456976e+003,-1.042046e+001
2.273000e+001,8.608015e+003,8.556984e+003,8.451258e+003,5.103106e+001
