#twotheta, yobs, ycal, bkg, diff
2.200000e+001,9.003169e+003,9.012119e+003,9.001937e+003,-8.949926e+000
2.201000e+001,8.879567e+003,9.006475e+003,8.996167e+003,-1.269073e+002
2.202000e+001,8.887194e+003,9.000836e+003,8.990402e+003,-1.136422e+002
2.203000e+001,8.907945e+003,8.995204e+003,8.984639e+003,-8.725895e+001
2.204000e+001,8.926168e+003,8.989578e+003,8.978880e+003,-6.341015e+001
2.205000e+001,8.803849e+003,8.983958e+003,8.973124e+003,-1.801096e+002
2.206000e+001,8.987914e+003,8.978345e+003,8.967371e+003,9.569508e+000
2.207000e+001,8.726866e+003,8.972737e+003,8.961622e+003,-2.458711e+002
2.208000e+001,8.955367e+003,8.967137e+003,8.955876e+003,-1.176933e+001
2.209000e+001,8.839431e+003,8.961542e+003,8.950133e+003,-1.221116e+002
2.210000e+001,8.721334e+003,8.955955e+003,8.944394e+003,-2.346208e+002
2.211000e+001,8.787965e+003,8.950374e+003,8.938657e+003,-1.624092e+002
2.212000e+001,8.915701e+003,8.944800e+003,8.932925e+003,-2.909900e+001
2.213000e+001,8.920863e+003,8.939233e+003,8.927195e+003,-1.837011e+001
2.214000e+001,8.816302e+003,8.933674e+003,8.921469e+003,-1.173720e+002
2.215000e+001,8.871329e+003,8.928121e+003,8.915746e+003,-5.679235e+001
2.216000e+001,8.971527e+003,8.922577e+003,8.910026e+003,4.895074e+001
2.217000e+001,8.991630e+003,8.917039e+003,8.904310e+003,7.459064e+001
2.218000e+001,8.769745e+003,8.911510e+003,8.898597e+003,-1.417646e+002
2.219000e+001,8.783841e+003,8.905988e+003,8.892888e+003,-1.221472e+002
2.220000e+001,8.947209e+003,8.900474e+003,8.887181e+003,4.673454e+001
2.221000e+001,8.747430e+003,8.894969e+003,8.881478e+003,-1.475394e+002
2.222000e+001,8.631640e+003,8.889472e+003,8.875778e+003,-2.578326e+002
2.223000e+001,8.717159e+003,8.883984e+003,8.870082e+003,-1.668248e+002
2.224000e+001,8.677154e+003,8.878505e+003,8.864389e+003,-2.013502e+002
2.225000e+001,8.803714e+003,8.873034e+003,8.858699e+003,-6.932027e+001
2.226000e+001,8.706914e+003,8.867573e+003,8.853013e+003,-1.606590e+002
2.227000e+001,8.822744e+003,8.862122e+003,8.847329e+003,-3.937741e+001
2.228000e+001,8.867273e+003,8.856680e+003,8.841649e+003,1.059369e+001
2.229000e+001,8.768475e+003,8.851248e+003,8.835973e+003,-8.277336e+001
2.230000e+001,8.547806e+003,8.845827e+003,8.830300e+003,-2.980208e+002
2.231000e+001,8.734524e+003,8.840416e+003,8.824630e+003,-1.058913e+002
2.232000e+001,8.752374e+003,8.835016e+003,8.818963e+003,-8.264180e+001
2.233000e+001,8.772966e+003,8.829627e+003,8.813300e+003,-5.666136e+001
2.234000e+001,8.796549e+003,8.824250e+003,8.807640e+003,-2.770132e+001
2.235000e+001,8.690052e+003,8.818885e+003,8.801983e+003,-1.288333e+002
2.236000e+001,8.619925e+003,8.813532e+003,8.796329e+003,-1.936076e+002
