Meta Data
Label,Value,
Date,5/9/2022
Profile,HillsAndValleys
ScanDuration,300 s
ScanLength,7033.07 µm
ScanResolution,0.0781435 µm
ScanType,Standard Scan
StylusForce,5 mg
StylusScanRange,524 µm
StylusType,Radius: 12.5 μm
Time,11:25:46 AM


Data Leveling Position
R Cursor Position,1701.88708457139 µm
R Cursor Width,0 µm
M Cursor Position,2236.26366251348 µm
M Cursor Width,0 µm


Data
Lateral(µm),Total Profile(Å),,
0,293.699991169322,,
0.0781434856838551,278.907134071083,,
0.15628697136771,273.954141800606,,
0.234430457051565,267.26507914308,,
0.31257394273542,274.345985433605,,
0.390717428419275,260.096569119621,,
0.46886091410313,245.650201952349,,
0.547004399786985,261.241256326976,,
0.625147885470841,259.00415079932,,
0.703291371154696,269.62062004415,,
0.781434856838551,261.004627015276,,
0.859578342522406,253.120408911054,,
0.937721828206261,267.369409188291,,
1.01586531389012,264.21805284424,,
1.09400879957397,273.5152760551,,
1.17215228525783,276.113970360582,,
1.25029577094168,292.314706609068,,
1.32843925662554,292.610433837763,,
1.40658274230939,326.855408878871,,
1.48472622799325,335.282740888682,,
1.5628697136771,356.324609067215,,
1.64101319936096,369.926157153033,,
1.71915668504481,385.486175224813,,
1.79730017072867,382.948177835877,,
1.87544365641252,402.527771560836,,
1.95358714209638,425.29985697764,,
2.03173062778023,440.817786894685,,
2.10987411346409,448.429502204775,,
2.18801759914794,467.997881715668,,
2.2661610848318,479.620951329696,,
2.34430457051565,502.75842778314,,
2.42244805619951,507.220357538328,,
2.50059154188336,512.424933814394,,
2.57873502756722,518.988084226706,,
2.65687851325107,537.387906796501,,
2.73502199893493,547.595954270265,,
2.81316548461878,558.618298743825,,
2.89130897030264,569.605538518087,,
2.96945245598649,569.281623097989,,
3.04759594167035,566.269128359121,,
3.1257394273542,569.890979977079,,
3.20388291303806,549.607572088398,,
3.28202639872191,525.031296257308,,
3.36016988440577,507.625167566335,,
3.43831337008962,489.114610851628,,
3.51645685577348,480.667500600451,,
3.59460034145733,473.027667472605,,
3.67274382714119,475.870999525095,,
3.75088731282504,468.280194600351,,
3.8290307985089,458.660799914542,,
3.90717428419275,436.185492713968,,
3.98531776987661,410.626506833649,,
4.06346125556046,382.965401974489,,
4.14160474124432,364.717233629682,,
4.21974822692817,367.63029154246,,
4.29789171261203,342.519330360567,,
4.37603519829588,339.209575737466,,
4.45417868397974,348.874922361795,,
4.53232216966359,340.878242732764,,
4.61046565534745,343.885004195675,,
4.6886091410313,337.448455183894,,
4.76675262671516,330.581351099743,,
