545.5,-8.34E-08,,,,,,
545.55,-1.79E-07,,,,,,
545.6,-2.15E-07,,,,,,
545.65,-3.28E-07,,,,,,
545.7,-1.19E-07,,,,,,
545.75,-2.44E-07,,,,,,
545.8,-2.32E-07,,,,,,
545.85,-2.50E-07,,,,,,
545.9,-1.13E-07,,,,,,
545.95,-2.68E-07,,,,,,
546.001,-2.38E-07,,,,,,
546.051,-1.73E-07,,,,,,
546.101,-1.97E-07,,,,,,
546.151,-1.43E-07,,,,,,
546.201,-2.26E-07,,,,,,
546.251,-7.15E-08,,,,,,
546.301,-1.31E-07,,,,,,
546.351,-2.44E-07,,,,,,
546.401,-1.97E-07,,,,,,
546.451,-1.13E-07,,,,,,
546.501,-1.79E-07,,,,,,
546.551,-6.56E-08,,,,,,
546.601,4.77E-08,,,,,,
546.651,4.77E-08,,,,,,
546.701,-7.15E-08,,,,,,
546.751,2.38E-08,,,,,,
546.801,-1.19E-08,,,,,,
546.851,5.36E-08,,,,,,
546.901,1.67E-07,,,,,,
546.951,3.70E-07,,,,,,
547.001,2.32E-07,,,,,,
547.051,1.25E-07,,,,,,
547.101,-6.56E-08,,,,,,
547.151,-3.93E-07,,,,,,
547.201,-9.18E-07,,,,,,
547.251,-1.19E-06,,,,,,
547.301,-1.88E-06,,,,,,
547.351,-2.07E-06,,,,,,
547.402,-1.86E-06,,,,,,
547.452,-1.42E-06,,,,,,
547.502,-6.44E-07,,,,,,
547.552,7.75E-08,,,,,,
547.602,7.03E-07,,,,,,
547.652,1.15E-06,,,,,,
547.702,1.66E-06,,,,,,
547.752,1.20E-06,,,,,,
547.802,4.23E-07,,,,,,
547.852,-4.17E-08,,,,,,
547.902,-5.54E-07,,,,,,
547.952,-5.48E-07,,,,,,
548.002,-2.92E-07,,,,,,
548.052,5.96E-09,,,,,,
548.102,-3.34E-07,,,,,,
548.152,1.19E-08,,,,,,
548.202,-4.77E-08,,,,,,
548.252,-5.48E-07,,,,,,
548.302,-5.25E-07,,,,,,
548.352,-7.09E-07,,,,,,
548.402,-6.38E-07,,,,,,
548.452,-4.65E-07,,,,,,
548.502,-1.25E-07,,,,,,
548.552,-1.43E-07,,,,,,
548.602,-1.61E-07,,,,,,
548.652,-1.43E-07,,,,,,
548.702,-3.58E-07,,,,,,
548.752,-3.46E-07,,,,,,
548.802,-3.22E-07,,,,,,
548.853,-2.92E-07,,,,,,
548.903,-2.68E-07,,,,,,
548.953,-1.37E-07,,,,,,
549.003,-1.37E-07,,,,,,
549.053,-1.97E-07,,,,,,
549.103,-2.62E-07,,,,,,
549.153,-2.15E-07,,,,,,
549.203,-1.79E-07,,,,,,
549.253,-2.26E-07,,,,,,
549.303,-1.19E-08,,,,,,
549.353,-1.31E-07,,,,,,
549.403,-1.91E-07,,,,,,
549.453,-1.97E-07,,,,,,
549.503,-2.21E-07,,,,,,
549.553,-2.03E-07,,,,,,
549.603,-3.22E-07,,,,,,
549.653,-1.61E-07,,,,,,
549.703,-1.73E-07,,,,,,
549.753,-1.67E-07,,,,,,
549.803,-2.03E-07,,,,,,
549.853,-1.07E-07,,,,,,
549.903,-2.26E-07,,,,,,
549.953,-1.79E-07,,,,,,
550.003,-2.74E-07,,,,,,
550.053,-2.26E-07,,,,,,
550.103,-3.28E-07,,,,,,
550.153,-3.52E-07,,,,,,
550.203,-2.86E-07,,,,,,
550.254,-1.31E-07,,,,,,
550.304,-3.58E-08,,,,,,
550.354,-1.07E-07,,,,,,
550.404,-2.44E-07,,,,,,
550.454,-2.38E-07,,,,,,
550.504,-3.04E-07,,,,,,
550.554,-2.56E-07,,,,,,
550.604,-2.92E-07,,,,,,
550.654,-1.49E-07,,,,,,
550.704,-1.91E-07,,,,,,
550.754,-1.19E-08,,,,,,
550.804,-2.50E-07,,,,,,
550.854,-1.19E-07,,,,,,
550.904,-2.62E-07,,,,,,
550.954,-4.05E-07,,,,,,
551.004,-2.62E-07,,,,,,
551.054,-2.62E-07,,,,,,
551.104,-2.32E-07,,,,,,
551.154,-3.10E-07,,,,,,
551.204,-1.97E-07,,,,,,
551.254,-1.61E-07,,,,,,
551.304,-1.85E-07,,,,,,
551.354,-2.15E-07,,,,,,
551.404,-3.34E-07,,,,,,
551.454,-2.09E-07,,,,,,
551.504,-2.03E-07,,,,,,
551.554,-2.03E-07,,,,,,
551.604,-2.44E-07,,,,,,
551.654,-5.36E-08,,,,,,
551.705,-1.97E-07,,,,,,
551.755,-2.03E-07,,,,,,
551.805,-1.85E-07,,,,,,
551.855,-8.94E-08,,,,,,
551.905,-1.49E-07,,,,,,
551.955,-1.19E-07,,,,,,
552.005,-2.80E-07,,,,,,
552.055,-1.61E-07,,,,,,
552.105,-1.61E-07,,,,,,
552.155,-2.74E-07,,,,,,
552.205,-2.15E-07,,,,,,
552.255,-1.49E-07,,,,,,
552.305,-2.09E-07,,,,,,
552.355,-2.44E-07,,,,,,
552.405,-1.67E-07,,,,,,
552.455,-2.09E-07,,,,,,
552.505,-2.44E-07,,,,,,
552.555,-1.97E-07,,,,,,
552.605,-1.37E-07,,,,,,
552.655,-1.01E-07,,,,,,
552.705,-1.97E-07,,,,,,
552.755,-2.98E-07,,,,,,
552.805,-1.55E-07,,,,,,
552.855,-4.23E-07,,,,,,
552.905,-3.10E-07,,,,,,
552.955,-2.03E-07,,,,,,
553.005,-3.10E-07,,,,,,
553.055,-1.43E-07,,,,,,
553.106,-1.79E-07,,,,,,
553.156,-2.92E-07,,,,,,
553.206,-2.26E-07,,,,,,
553.256,-2.98E-07,,,,,,
553.306,-3.87E-07,,,,,,
553.356,-2.26E-07,,,,,,
553.406,-1.91E-07,,,,,,
553.456,-2.03E-07,,,,,,
553.506,-1.37E-07,,,,,,
553.556,-6.56E-08,,,,,,
553.606,-2.09E-07,,,,,,
553.656,-1.79E-07,,,,,,
553.706,-1.37E-07,,,,,,
553.756,-1.37E-07,,,,,,
553.806,-3.46E-07,,,,,,
553.856,-1.55E-07,,,,,,
553.906,-2.74E-07,,,,,,
553.956,-7.15E-08,,,,,,
554.006,-2.03E-07,,,,,,
554.056,-1.61E-07,,,,,,
554.106,-2.26E-07,,,,,,
