554.156,-1.85E-07,,,,,,
554.206,-3.40E-07,,,,,,
554.256,-1.61E-07,,,,,,
554.306,-2.26E-07,,,,,,
554.356,-2.44E-07,,,,,,
554.406,-2.03E-07,,,,,,
554.456,-7.75E-08,,,,,,
554.506,-2.62E-07,,,,,,
554.557,-2.26E-07,,,,,,
554.607,-1.97E-07,,,,,,
554.657,-1.79E-07,,,,,,
554.707,-2.32E-07,,,,,,
554.757,-3.16E-07,,,,,,
554.807,-1.97E-07,,,,,,
554.857,-2.74E-07,,,,,,
554.907,-1.37E-07,,,,,,
554.957,-3.10E-07,,,,,,
555.007,-2.56E-07,,,,,,
555.057,-2.32E-07,,,,,,
555.107,-1.25E-07,,,,,,
555.157,-1.79E-07,,,,,,
555.207,-3.87E-07,,,,,,
555.257,-2.86E-07,,,,,,
555.307,-2.50E-07,,,,,,
555.357,-2.68E-07,,,,,,
555.407,-6.56E-08,,,,,,
555.457,-2.56E-07,,,,,,
555.507,-1.13E-07,,,,,,
555.557,-2.32E-07,,,,,,
555.607,-2.56E-07,,,,,,
555.657,-2.26E-07,,,,,,
555.707,-2.26E-07,,,,,,
555.757,-2.15E-07,,,,,,
555.807,-1.43E-07,,,,,,
555.857,-1.97E-07,,,,,,
555.907,-2.09E-07,,,,,,
555.958,-2.44E-07,,,,,,
556.008,-2.44E-07,,,,,,
