,cond_re,cond_im,freq,grid,np_size,wires
0,3.586087804667734,-0.6873923266606572,0.3,130,0.08,False
1,3.491778521000086,-0.5490323338812668,0.35,130,0.08,False
2,3.5857167563900805,-0.4937726683113656,0.39999999999999997,130,0.08,False
3,3.5017933145324345,-0.4101994733039908,0.44999999999999996,130,0.08,False
4,3.5351756206626614,-0.42289365844558224,0.49999999999999994,130,0.08,False
5,3.5034646576110116,-0.378135284208348,0.5499999999999999,130,0.08,False
6,3.528011876202445,-0.40620586366876094,0.5999999999999999,130,0.08,False
7,3.5332048307763197,-0.3685324192289663,0.6499999999999999,130,0.08,False
8,3.546554204014947,-0.38199434149471206,0.7,130,0.08,False
9,3.5589694145189577,-0.34639012599503943,0.7499999999999999,130,0.08,False
10,3.5550237987429876,-0.3501636196041178,0.7999999999999998,130,0.08,False
11,3.563897316980523,-0.32705922131386167,0.8499999999999999,130,0.08,False
12,3.5511264637975093,-0.3314248207950871,0.8999999999999999,130,0.08,False
13,3.5610853019294604,-0.3237032347592396,0.95,130,0.08,False
14,3.550679127550456,-0.32807291431544405,0.9999999999999998,130,0.08,False
15,3.5644950525726298,-0.3283913317442886,1.0499999999999998,130,0.08,False
16,3.558572875946373,-0.327123363933847,1.0999999999999999,130,0.08,False
17,3.571441918647976,-0.3289198991926084,1.15,130,0.08,False
18,3.565394857989955,-0.3228205795349453,1.1999999999999997,130,0.08,False
19,3.5725680912667253,-0.32664912536476864,1.2499999999999998,130,0.08,False
20,3.565580633026213,-0.3197580602455272,1.2999999999999998,130,0.08,False
21,3.5674811331870964,-0.32973387067723153,1.3499999999999999,130,0.08,False
22,3.564195635602404,-0.32553535733403827,1.3999999999999997,130,0.08,False
23,3.5649634944449415,-0.3398351529685319,1.4499999999999997,130,0.08,False
24,3.5692183794095973,-0.33598331878907717,1.4999999999999998,130,0.08,False
25,3.568906397890878,-0.3483539413989349,1.5499999999999998,130,0.08,False
26,3.5782064346440823,-0.3420030785353242,1.5999999999999999,130,0.08,False
27,3.5716437604347795,-0.3492991787260702,1.6499999999999997,130,0.08,False
28,3.5809070430567687,-0.3442553204556368,1.6999999999999997,130,0.08,False
29,3.5655689386910323,-0.3497259116853178,1.7499999999999998,130,0.08,False
30,3.5755912571112463,-0.3544563688935237,1.7999999999999996,130,0.08,False
31,3.5579928221237815,-0.3601959456201376,1.8499999999999996,130,0.08,False
32,3.5757128293786415,-0.37622227738557806,1.8999999999999997,130,0.08,False
33,3.5639270144648245,-0.3760916188605076,1.9499999999999997,130,0.08,False
34,3.5901182916097887,-0.3970375145560866,1.9999999999999998,130,0.08,False
35,3.584216475472842,-0.37503635879337194,2.0499999999999994,130,0.08,False
36,3.6022162373854365,-0.39873885252364955,2.0999999999999996,130,0.08,False
37,3.595253502521825,-0.35417054254090524,2.1499999999999995,130,0.08,False
38,3.5845654091351835,-0.3958448536572619,2.1999999999999993,130,0.08,False
0,6.226673239074734,-0.04638269771792536,0.3,130,0.06,False
1,6.268719242159518,-0.07792067672413519,0.35,130,0.06,False
2,6.244835671054788,-0.08788937100755122,0.39999999999999997,130,0.06,False
3,6.268636876761553,-0.11061776616083052,0.44999999999999996,130,0.06,False
4,6.255526449312097,-0.10854948134043368,0.49999999999999994,130,0.06,False
5,6.260629068180623,-0.12876015020201415,0.5499999999999999,130,0.06,False
6,6.251240630338937,-0.1292510115039727,0.5999999999999999,130,0.06,False
7,6.248001193064589,-0.15134742725968836,0.6499999999999999,130,0.06,False
8,6.243290696422471,-0.1588492833786932,0.7,130,0.06,False
9,6.2396653370657456,-0.18142956147878805,0.7499999999999999,130,0.06,False
10,6.241426529017596,-0.19246119626946803,0.7999999999999998,130,0.06,False
11,6.239364054655057,-0.21161661046810185,0.8499999999999999,130,0.06,False
12,6.244062476109472,-0.22271452663193478,0.8999999999999999,130,0.06,False
13,6.242336470484889,-0.23794859332887788,0.95,130,0.06,False
14,6.246795533154352,-0.24928086721910944,0.9999999999999998,130,0.06,False
15,6.24423905251016,-0.2619396393547278,1.0499999999999998,130,0.06,False
16,6.247670657694422,-0.27457921091357435,1.0999999999999999,130,0.06,False
17,6.2452376270532985,-0.2865807418884603,1.15,130,0.06,False
