#Parameters = {d=0.5; d_smp=0.75; d_wire=0.25; ea=9; eb=16; f=0.66; np_size=0.07; period=12; sig_mat=0; sig_wire=150000; sigb=0}
#"Time / ps"	"probe_post [pw] (5) [Real Part]"
#---------------------------------------------
0.0000000000000	0.0000000000000
0.0021766038163136	0.0000000000000
0.0043532076326272	0.0000000000000
0.0065298114489409	0.0000000000000
0.0087064152652545	0.0000000000000
0.010883019081568	0.0000000000000
0.013059622897882	0.0000000000000
0.015236226714195	0.0000000000000
0.017412830530509	0.0000000000000
0.019589434346823	0.0000000000000
0.021766038163136	0.0000000000000
0.023942641979450	0.0000000000000
0.026119245795763	0.0000000000000
0.028295849612077	0.0000000000000
0.030472453428391	0.0000000000000
0.032649057244704	0.0000000000000
0.034825661061018	0.0000000000000
0.037002264877332	0.0000000000000
0.039178868693645	0.0000000000000
0.041355472509959	0.0000000000000
0.043532076326272	0.0000000000000
0.045708680142586	0.0000000000000
0.047885283958900	0.0000000000000
0.050061887775213	0.0000000000000
0.052238491591527	0.0000000000000
0.054415095407841	0.0000000000000
0.056591699224154	0.0000000000000
0.058768303040468	0.0000000000000
0.060944906856781	0.0000000000000
0.063121510673095	0.0000000000000
0.065298114489409	0.0000000000000
0.067474718305722	0.0000000000000
0.069651322122036	0.0000000000000
0.071827925938350	0.0000000000000
0.074004529754663	0.0000000000000
0.076181133570977	0.0000000000000
0.078357737387290	0.0000000000000
0.080534341203604	0.0000000000000
0.082710945019918	0.0000000000000
0.084887548836231	0.0000000000000
0.087064152652545	0.0000000000000
0.089240756468859	0.0000000000000
0.091417360285172	0.0000000000000
0.093593964101486	0.0000000000000
0.095770567917799	0.0000000000000
0.097947171734113	0.0000000000000
0.10012377555043	0.0000000000000
0.10230037936674	0.0000000000000
0.10447698318305	0.0000000000000
0.10665358699937	0.0000000000000
0.10883019081568	0.0000000000000
0.11100679463199	0.0000000000000
0.11318339844831	0.0000000000000
0.11536000226462	0.0000000000000
0.11753660608094	0.0000000000000
0.11971320989725	0.0000000000000
0.12188981371356	0.0000000000000
0.12406641752988	0.0000000000000
0.12624302134619	0.0000000000000
0.12841962516250	0.0000000000000
0.13059622897882	0.0000000000000
0.13277283279513	0.0000000000000
0.13494943661144	0.0000000000000
0.13712604042776	0.0000000000000
0.13930264424407	0.0000000000000
0.14147924806039	0.0000000000000
0.14365585187670	0.0000000000000
