,cond_re,cond_im,freq,d_rot
27,2.9899140277314626,-5.218970949795512,1.6499999999999997,80
28,3.0041467018953694,-5.379723783060682,1.6999999999999997,80
29,2.9962820192590014,-5.530499137496783,1.7499999999999998,80
30,3.0120986133496586,-5.692592778642024,1.7999999999999996,80
31,3.0081270417870103,-5.829749429266958,1.8499999999999996,80
32,3.0186077156247606,-5.995872732049948,1.8999999999999997,80
33,3.0126507157007993,-6.11548000222428,1.9499999999999997,80
34,3.002652228663089,-6.288668075073262,1.9999999999999998,80
35,2.998979896777916,-6.407460107449657,2.0499999999999994,80
36,2.9664789163448533,-6.599806117688962,2.0999999999999996,80
37,2.9931325180107855,-6.738033783354751,2.1499999999999995,80
38,2.946972372355494,-6.9349330459659795,2.1999999999999993,80
0,2.984127411235265,-1.0263356630267018,0.3,60
1,3.008843356381869,-1.1948760183802016,0.35,60
2,2.978475435003069,-1.3516082476324032,0.39999999999999997,60
3,2.983941559993327,-1.5307688553783394,0.44999999999999996,60
4,2.970568258361297,-1.693965825814525,0.49999999999999994,60
5,2.973013242407792,-1.8744993882473855,0.5499999999999999,60
6,2.9724217522145664,-2.039205785657783,0.5999999999999999,60
7,2.9740457119219226,-2.218278556561828,0.6499999999999999,60
8,2.9770359807476847,-2.377624693704547,0.7,60
9,2.9751361229078155,-2.5511957087313575,0.7499999999999999,60
10,2.9768564814645417,-2.712463706758876,0.7999999999999998,60
11,2.9720808373224585,-2.8847297750780005,0.8499999999999999,60
12,2.9727824424554266,-3.050261384007261,0.8999999999999999,60
13,2.9684622853066513,-3.2232046641923966,0.95,60
14,2.971467383265562,-3.3967909931469737,0.9999999999999998,60
15,2.9686803504216934,-3.564568409275577,1.0499999999999998,60
16,2.9730478416633326,-3.7387237624487004,1.0999999999999999,60
17,2.972454115204643,-3.90444851929068,1.15,60
18,2.9763534272035073,-4.077536482959456,1.1999999999999997,60
19,2.9780232488355267,-4.245647851214097,1.2499999999999998,60
20,2.978092197913442,-4.414118222861796,1.2999999999999998,60
21,2.979761169513679,-4.582307433934468,1.3499999999999999,60
22,2.978116804518967,-4.751393620226027,1.3999999999999997,60
23,2.980921543469697,-4.920878141568662,1.4499999999999997,60
24,2.9790055122882837,-5.090161713811948,1.4999999999999998,60
25,2.9839315657901246,-5.2603740377047306,1.5499999999999998,60
26,2.984184211952103,-5.431703206503806,1.5999999999999999,60
27,2.9883003848678857,-5.597999112337438,1.6499999999999997,60
28,2.9877061146408983,-5.76640296618832,1.6999999999999997,60
29,2.990697253420459,-5.933417598777192,1.7499999999999998,60
30,2.9885269837781716,-6.099976736401106,1.7999999999999996,60
31,2.9913799812927597,-6.273991898424452,1.8499999999999996,60
32,2.988050006193746,-6.436690784773624,1.8999999999999997,60
33,2.990384262390234,-6.615041120931416,1.9499999999999997,60
34,2.992425020159463,-6.777001406627399,1.9999999999999998,60
35,2.995317442149358,-6.956533441753644,2.0499999999999994,60
36,3.0058425774757542,-7.114211335046092,2.0999999999999996,60
37,3.0057190804762755,-7.28859410384083,2.1499999999999995,60
38,3.0269583695394617,-7.443970885862318,2.1999999999999993,60
0,2.998640511215943,-1.024669666834724,0.3,65
1,2.8918632817913426,-1.1834390677712898,0.35,65
2,2.971813396067025,-1.3986086584370652,0.39999999999999997,65
3,2.9361434336181063,-1.5279473663040841,0.44999999999999996,65
4,2.9750318397980418,-1.729546825695834,0.49999999999999994,65
5,2.9654274541193195,-1.8576503331641583,0.5499999999999999,65
6,2.9693639814510835,-2.0461299454590605,0.5999999999999999,65
7,2.9675671431772943,-2.1874074218656365,0.6499999999999999,65
8,2.9574812222862836,-2.3763077303588678,0.7,65
9,2.963907960474559,-2.528479413987551,0.7499999999999999,65
10,2.9534698035668816,-2.7123081688319286,0.7999999999999998,65
11,2.9657562574635605,-2.872855758749353,0.8499999999999999,65
12,2.9579459197786275,-3.0483471420907042,0.8999999999999999,65
13,2.97227611965179,-3.217151520942247,0.95,65
14,2.9639706631651355,-3.3800605452947057,0.9999999999999998,65
15,2.9744932099728096,-3.551403416327626,1.0499999999999998,65
16,2.9667322686751314,-3.710838837656435,1.0999999999999999,65
17,2.972928888722078,-3.8858262814178377,1.15,65
18,2.969620867486907,-4.048733673754741,1.1999999999999997,65
19,2.9710740605116066,-4.222589957241929,1.2499999999999998,65
20,2.9722232371496777,-4.385601549871677,1.2999999999999998,65
21,2.971342189853655,-4.559692146066387,1.3499999999999999,65
22,2.9767164034941804,-4.722615682488534,1.3999999999999997,65
23,2.9741620041144152,-4.898759168048799,1.4499999999999997,65
24,2.9811456788916773,-5.05932804957182,1.4999999999999998,65
25,2.9755673611163553,-5.233267437931491,1.5499999999999998,65
26,2.98540388944638,-5.3976384967178594,1.5999999999999999,65
27,2.978825631761932,-5.568489197176443,1.6499999999999997,65
28,2.994069045751287,-5.741868973764467,1.6999999999999997,65
29,2.986936264662911,-5.901901062572048,1.7499999999999998,65
30,3.0035087394980717,-6.078594526889913,1.7999999999999996,65
31,3.0014913209332605,-6.231631347139732,1.8499999999999996,65
32,3.0099869367590997,-6.40903757982504,1.8999999999999997,65
33,3.0104807138806864,-6.553040842765337,1.9499999999999997,65
34,3.006953462847286,-6.737929869060398,1.9999999999999998,65
35,3.0163366503424816,-6.878918242403627,2.0499999999999994,65
36,2.99921571374747,-7.075143115665982,2.0999999999999996,65
37,3.0322871614135902,-7.215792503874625,2.1499999999999995,65
38,3.0007408349143767,-7.407815937972645,2.1999999999999993,65
0,2.9317727015650683,-0.9127288706974521,0.3,85
1,2.9418426230723704,-1.050583603731309,0.35,85
2,2.932773603359128,-1.1851466877480943,0.39999999999999997,85
3,2.9337278920493324,-1.3343469532235217,0.44999999999999996,85
4,2.9305967129715214,-1.4804983466998667,0.49999999999999994,85
5,2.933309824078363,-1.630088148859434,0.5499999999999999,85
6,2.9379169815189163,-1.7772796839478597,0.5999999999999999,85
7,2.943429138816944,-1.9233882124759365,0.6499999999999999,85
8,2.9508718331459143,-2.0671904199999642,0.7,85
9,2.9552656776918873,-2.2085795271180912,0.7499999999999999,85
10,2.9610066718859507,-2.350193793635622,0.7999999999999998,85
11,2.962494783341802,-2.4897228938078038,0.8499999999999999,85
12,2.965908375763243,-2.632101807626342,0.8999999999999999,85
13,2.9659355382198034,-2.7722324680565444,0.95,85
14,2.9689253410511904,-2.9164061276737856,0.9999999999999998,85
15,2.9708826672100295,-3.060550935736268,1.0499999999999998,85
16,2.9736227031016225,-3.2019057597146174,1.0999999999999999,85
17,2.9771092656026985,-3.3452289305654297,1.15,85
18,2.9803989903275903,-3.4856202991630787,1.1999999999999997,85
19,2.984557109880225,-3.6272169192185624,1.2499999999999998,85
20,2.9872833286117992,-3.7661894868892154,1.2999999999999998,85
21,2.9911181184534685,-3.906406406593413,1.3499999999999999,85
22,2.9926826321525484,-4.044467472281526,1.3999999999999997,85
23,2.9960455767971492,-4.184141096801983,1.4499999999999997,85
24,2.9982481246133355,-4.324629097187523,1.4999999999999998,85
25,3.0000589533942126,-4.461180545038608,1.5499999999999998,85
26,3.0019445215261085,-4.6008193433197295,1.5999999999999999,85
27,3.00382573204968,-4.736991224631951,1.6499999999999997,85
28,3.0053955040964135,-4.8751792149118565,1.6999999999999997,85
29,3.0068957035440795,-5.010767948473458,1.7499999999999998,85
30,3.0078472816395,-5.147298407833452,1.7999999999999996,85
31,3.008379117083541,-5.282621065965253,1.8499999999999996,85
32,3.008848768220811,-5.4177915123451585,1.8999999999999997,85
33,3.00998969984717,-5.555772395171459,1.9499999999999997,85
34,3.009500688731182,-5.687200827713228,1.9999999999999998,85
35,3.0102466155154817,-5.8246519171660305,2.0499999999999994,85
36,3.0122665525359045,-5.953781742938615,2.0999999999999996,85
37,3.0130385764451586,-6.087560063410881,2.1499999999999995,85
38,3.0185380703343463,-6.210761079968626,2.1999999999999993,85
